chr_clinical_care_id,fips_code,uninsured,uninsured_numerator,uninsured_denominator,primary_care_physicians,primary_care_physicians_numerator,primary_care_physicians_denominator,ratio_of_population_to_primary_care_physicians,dentists,dentists_numerator,dentists_denominator,ratio_of_population_to_dentists,mental_health_providers,mental_health_providers_numerator,mental_health_providers_denominator,ratio_of_population_to_mental_health_providers,preventable_hospital_stays,mammography_screening,flu_vaccinations,uninsured_adults,uninsured_adults_numerator,uninsured_adults_denominator,uninsured_children,uninsured_children_numerator,uninsured_children_denominator,other_primary_care_providers,other_primary_care_providers_numerator,other_primary_care_providers_denominator,ratio_of_population_to_other_providers
21ba06f2,51057,0.126057331,1073,8512,0.000181357,2,11028,5514,0.000549501,6,10919,1819.833333,0.000183167,2,10919,5459.5,3243,0.5,0.53,0.147963942,952,6434,0.060454546,133,2200,0.000457917,5,10919,2183.8
21d665dd,51161,0.082436635,5991,72674,0.001301611,122,93730,768.2786885,0.000861034,81,94073,1161.395062,0.00254058,239,94073,393.6108787,3544,0.46,0.55,0.096774792,5221,53950,0.043712816,867,19834,0.000690953,65,94073,1447.276923
21f1901a,16013,0.176935053,3182,17984,0.001044315,23,22024,957.5652174,0.000884917,20,22601,1130.05,0.00159285,36,22601,627.8055556,2021,0.43,0.49,0.211824559,2748,12973,0.088909953,469,5275,0.000398213,9,22601,2511.222222
22020995,46125,0.097467968,639,6556,NULL,0,8315,NULL,0.000237417,2,8424,4212,0.000237417,2,8424,4212,4691,0.44,0.39,0.110771915,508,4586,0.068613139,141,2055,0.000712251,6,8424,1404
2202eb3a,22095,0.086324324,3194,37000,0.000276237,12,43441,3620.083333,0.000370508,16,43184,2699,0.002894591,125,43184,345.472,4415,0.38,0.35,0.111186671,2943,26469,0.024858146,276,11103,0.000486291,21,43184,2056.380952
2209a49d,21053,0.081350918,660,8113,0.000389257,4,10276,2569,0.000195963,2,10206,5103,0.00186165,19,10206,537.1578947,11805,0.28,0.32,0.093539704,556,5944,0.048674489,112,2301,0.000489908,5,10206,2041.2
2226ff75,34007,0.076422548,32686,427701,0.001029921,526,510719,970.9486692,0.000800666,406,507078,1248.960591,0.002983762,1513,507078,335.1473893,6062,0.38,0.52,0.094071593,29462,313187,0.029869893,3609,120824,0.000991958,503,507078,1008.107356
226a4c66,40133,0.196752531,3926,19954,0.000401962,10,24878,2487.8,0.000406868,10,24578,2457.8,0.002888762,71,24578,346.1690141,4659,0.28,0.44,0.243381663,3374,13863,0.094846321,611,6442,0.000813736,20,24578,1228.9
22bf5c8f,51067,0.127273587,5381,42279,0.000354327,20,56445,2822.25,0.000160157,9,56195,6243.888889,0.000569446,32,56195,1756.09375,3535,0.48,0.52,0.149294795,4721,31622,0.063634746,715,11236,0.000373699,21,56195,2675.952381
22c63dbd,27149,0.047921071,340,7095,0.000830392,8,9634,1204.25,0.000922793,9,9753,1083.666667,0.001332923,13,9753,750.2307692,7294,0.52,0.55,0.054227405,279,5145,0.032054395,66,2059,0.00041013,4,9753,2438.25
22de1f57,48093,0.252002344,2580,10238,0.000442054,6,13573,2262.166667,0.000295552,4,13534,3383.5,0.000443328,6,13534,2255.666667,5757,0.29,0.25,0.290946787,2105,7235,0.163265306,520,3185,0.000591104,8,13534,1691.75
22ee5767,05031,0.079404689,7096,89365,0.001157634,124,107115,863.8306452,0.000736933,80,108558,1356.975,0.003832053,416,108558,260.9567308,5917,0.4,0.49,0.097423791,6149,63116,0.038469937,1057,27476,0.001667312,181,108558,599.7679558
2300856f,28147,0.180501681,2094,11601,0.000413822,6,14499,2416.5,0.000207397,3,14465,4821.666667,0.0000691324,1,14465,14465,7702,0.36,0.3,0.227522716,1903,8364,0.061242345,210,3429,0.000345662,5,14465,2893
230c0145,48327,0.256322625,375,1463,0.00047081,1,2124,2124,0.000467508,1,2139,2139,NULL,0,2139,NULL,4853,0.25,0.27,0.281081081,312,1110,0.183462532,71,387,0.000467508,1,2139,2139
23110150,48049,0.186883126,5491,29382,0.000499304,19,38053,2002.789474,0.000421896,16,37924,2370.25,0.001819428,69,37924,549.6231884,3495,0.32,0.41,0.221638506,4683,21129,0.10482396,917,8748,0.000817424,31,37924,1223.354839
23239926,51073,0.096998681,2941,30320,0.000589939,22,37292,1695.090909,0.000348068,13,37349,2873,0.001606469,60,37349,622.4833333,3752,0.49,0.51,0.112310449,2570,22883,0.052250191,411,7866,0.000562264,21,37349,1778.52381
233678e0,37195,0.138461539,9099,65715,0.000453037,37,81671,2207.324324,0.000368302,30,81455,2715.166667,0.001632803,133,81455,612.443609,6745,0.42,0.51,0.175745443,8340,47455,0.044548045,860,19305,0.000957584,78,81455,1044.294872
23582377,49027,0.14917598,1575,10558,0.000544197,7,12863,1837.571429,0.000691988,9,13006,1445.111111,0.001230201,16,13006,812.875,2698,0.37,0.42,0.162682303,1082,6651,0.128017557,525,4101,0.00030755,4,13006,3251.5
23cfc304,39017,0.068760576,21739,316155,0.000541245,206,380604,1847.592233,0.00048643,186,382378,2055.795699,0.002275236,870,382378,439.5149425,5764,0.4,0.52,0.078704417,17877,227141,0.045191354,4238,93779,0.000690416,264,382378,1448.401515
23da4813,40019,0.177738107,7069,39772,0.000539531,26,48190,1853.461539,0.000664217,32,48177,1505.53125,0.004711792,227,48177,212.2334802,4871,0.32,0.45,0.220790471,6117,27705,0.08274939,1051,12701,0.001286921,62,48177,777.0483871
23f1f8dc,37107,0.134600405,6048,44933,0.000457079,26,56883,2187.807692,0.000535944,30,55976,1865.866667,0.001393454,78,55976,717.6410256,7515,0.48,0.49,0.169027384,5549,32829,0.043634377,559,12811,0.000821781,46,55976,1216.869565
23ff9b3a,55133,0.038078787,12543,329396,0.001385349,555,400621,721.8396396,0.000912988,368,403072,1095.304348,0.002247737,906,403072,444.8918322,3514,0.58,0.58,0.044111615,10647,241365,0.023191025,2156,92967,0.001086655,438,403072,920.2557078
240b8006,19107,0.065766221,521,7922,0.0000984931,1,10153,10153,0.000293399,3,10225,3408.333333,NULL,0,10225,NULL,2706,0.38,0.4,0.073230986,415,5667,0.047578947,113,2375,0.000488998,5,10225,2045
2448482c,22023,0.094003802,544,5787,0.000289352,2,6912,3456,NULL,0,6968,NULL,NULL,0,6968,NULL,4287,0.39,0.34,0.114669178,487,4247,0.038793103,63,1624,0.000574053,4,6968,1742
244a56d3,27049,0.055748472,2071,37149,0.000799067,37,46304,1251.45946,0.000452557,21,46403,2209.666667,0.000926664,43,46403,1079.139535,6333,0.46,0.49,0.062720226,1691,26961,0.038544298,412,10689,0.00066806,31,46403,1496.870968
244ababa,46059,0.112876936,277,2454,0.000610314,2,3277,1638.5,0.000613121,2,3262,1631,NULL,0,3262,NULL,6292,0.53,0.57,0.113636364,200,1760,0.112175103,82,731,0.001839362,6,3262,543.6666667
2450ad62,17119,0.04920569,10782,219121,0.000455868,121,265428,2193.619835,0.000873475,231,264461,1144.852814,0.001573011,416,264461,635.7235577,5091,0.42,0.51,0.05956691,9625,161583,0.021344187,1290,60438,0.000775162,205,264461,1290.053659
24521268,27000,0.050852438,235543,4631892,0.000894451,4988,5576606,1118.004411,0.000717318,4025,5611179,1394.081739,0.00251498,14112,5611179,397.6175595,6015,0.46,0.5,0.058154462,195025,3353569,0.033021136,44293,1341353,0.001146283,6432,5611179,872.3847948
24587922,31113,0.126455907,76,601,0,0,768,-768,0,0,749,-749,0,0,749,-749,3529,0.44,0.36,0.140703518,56,398,0.102325581,22,215,0,0,749,-749
245a9cb0,35057,0.103737279,1213,11693,0.0000644912,1,15506,15506,0.000192419,3,15591,5197,0.00147521,23,15591,677.8695652,1745,0.34,0.34,0.119867862,1016,8476,0.063755459,219,3435,0.000448977,7,15591,2227.285714
245b9ad6,47091,0.125840054,1498,11904,0.000339156,6,17691,2948.5,0.000224997,4,17778,4444.5,0.00078749,14,17778,1269.857143,4543,0.4,0.34,0.151762115,1378,9080,0.044147157,132,2990,0.001406232,25,17778,711.12
24716a7b,48179,0.238962114,4043,16919,0.000401714,9,22404,2489.333333,0.000456725,10,21895,2189.5,0.000228363,5,21895,4379,6333,0.3,0.45,0.29527105,3328,11271,0.130817397,773,5909,0.000639415,14,21895,1563.928571
24aa5a85,31051,0.108155639,492,4549,0.000347584,2,5754,2877,0.000525486,3,5709,1903,0.000175162,1,5709,5709,3512,0.48,0.43,0.123116384,384,3119,0.077836412,118,1516,0.000350324,2,5709,2854.5
24b51039,13193,0.191641071,1747,9116,0.0000751089,1,13314,13314,0.000152172,2,13143,6571.5,0.000152172,2,13143,6571.5,5956,0.43,0.37,0.233918129,1560,6669,0.079662964,208,2611,0.000760861,10,13143,1314.3
24bb2982,06003,0.075669383,65,859,0,0,1120,-1120,0,0,1101,-1101,0.004541326,5,1101,220.2,2480,0.32,0.21,0.084084084,56,666,0.043478261,9,207,0,0,1101,-1101
24be9e26,51131,0.145712294,1254,8606,0.001013,12,11846,987.1666667,0.001193012,14,11735,838.2142857,0.001022582,12,11735,977.9166667,4093,0.47,0.5,0.1708353,1086,6357,0.077053345,182,2362,0.001107797,13,11735,902.6923077
24c96e26,26153,0.084059457,492,5853,0.000869673,7,8049,1149.857143,0.000619732,5,8068,1613.6,0.002231036,18,8068,448.2222222,3168,0.5,0.12,0.096731449,438,4528,0.043109541,61,1415,0.000991572,8,8068,1008.5
24d09082,47137,0.12024103,439,3651,0.000394244,2,5073,2536.5,NULL,0,5082,NULL,NULL,0,5082,NULL,10097,0.34,0.46,0.143219724,395,2758,0.050367261,48,953,0.001180638,6,5082,847
24d6d2ee,26113,0.075581887,893,11815,0.000133351,2,14998,7499,0.000132336,2,15113,7556.5,0.000198505,3,15113,5037.666667,3667,0.49,0.51,0.087848251,741,8435,0.046019198,163,3542,0.000198505,3,15113,5037.666667
24d87b76,48197,0.267393395,834,3119,0.001001502,4,3994,998.5,0.001019888,4,3922,980.5,0.000764916,3,3922,1307.333333,7147,0.26,0.35,0.299510458,673,2247,0.188034188,176,936,0.000254972,1,3922,3922
24fdeb68,54029,0.071902024,1638,22781,0.000543331,16,29448,1840.5,0.000824912,24,29094,1212.25,0.001443597,42,29094,692.7142857,6148,0.36,0.45,0.087150644,1503,17246,0.025364182,148,5835,0.001099883,32,29094,909.1875
25051d3e,54059,0.086983249,1698,19521,0.000207237,5,24127,4825.4,0.00037839,9,23785,2642.777778,0.001345386,32,23785,743.28125,16802,0.3,0.34,0.108609272,1558,14345,0.028094014,153,5446,0.000882909,21,23785,1132.619048
251d93da,27039,0.043848278,778,17743,0.000577979,12,20762,1730.166667,0.000192105,4,20822,5205.5,0.000288157,6,20822,3470.333333,4728,0.54,0.54,0.049765334,615,12358,0.031299735,177,5655,NULL,0,20822,NULL
254f3a6b,12019,0.113501488,20407,179795,0.000490034,104,212230,2040.673077,0.00053223,115,216072,1878.886957,0.000897849,194,216072,1113.773196,4810,0.38,0.38,0.135862186,17611,129624,0.05951685,3156,53027,0.000990411,214,216072,1009.682243
257ac8d7,08119,0.081806452,1585,19375,0.000486894,12,24646,2053.833333,0.000518279,13,25083,1929.461539,0.001594706,40,25083,627.075,3628,0.33,0.39,0.0892621,1350,15124,0.056838366,256,4504,0.000518279,13,25083,1929.461539
2583662d,55007,0.091504474,992,10841,0.000333156,5,15008,3001.6,0.000332403,5,15042,3008.4,0.002326818,35,15042,429.7714286,1953,0.5,0.5,0.100625903,836,8308,0.06366344,171,2686,0.0000664805,1,15042,15042
25d8991d,12081,0.160542299,44856,279403,0.000555021,214,385571,1801.733645,0.000524243,207,394855,1907.512077,0.001015563,401,394855,984.6758105,4187,0.41,0.46,0.190918354,39909,209037,0.075169398,5569,74086,0.000858543,339,394855,1164.764012
25e14632,30043,0.083466581,783,9381,0.000756875,9,11891,1321.222222,0.000495991,6,12097,2016.166667,0.000826651,10,12097,1209.7,3004,0.4,0.45,0.092521093,647,6993,0.059241706,150,2532,0.000330661,4,12097,3024.25
25e69ed8,08041,0.076109165,45223,594186,0.000599229,419,699232,1668.811456,0.001025417,732,713856,975.2131148,0.003199525,2284,713856,312.5464098,2906,0.36,0.46,0.093010873,39651,426305,0.035416797,6246,176357,0.001199121,856,713856,833.9439252
26163532,48363,0.219629646,5017,22843,0.000420021,12,28570,2380.833333,0.000277056,8,28875,3609.375,0.000207792,6,28875,4812.5,7224,0.32,0.44,0.257641114,4181,16228,0.130938752,915,6988,0.000519481,15,28875,1925
261d070f,51137,0.1167762,3305,28302,0.000415824,15,36073,2404.866667,0.000272896,10,36644,3664.4,0.000545792,20,36644,1832.2,4303,0.44,0.53,0.137636793,2855,20743,0.061567398,491,7975,0.000300186,11,36644,3331.272727
2638c8d2,13215,0.134731722,21826,161996,0.001020314,198,194058,980.0909091,0.000581994,113,194160,1718.230089,0.003105686,603,194160,321.9900498,4383,0.38,0.4,0.170881519,19697,115267,0.049327537,2417,48999,0.002034405,395,194160,491.5443038
263bb364,55011,0.06975605,712,10207,0.000151895,2,13167,6583.5,0.001219048,16,13125,820.3125,0.000152381,2,13125,6562.5,3931,0.54,0.51,0.074221868,558,7518,0.058471293,166,2839,0.000152381,2,13125,6562.5
265aafa7,28037,0.144391026,901,6240,0.000386349,3,7765,2588.333333,0.000128403,1,7788,7788,NULL,0,7788,NULL,4944,0.33,0.27,0.180184228,802,4451,0.057833859,110,1902,0.001540832,12,7788,649
2669a922,18063,0.066176681,9238,139596,0.000500962,82,163685,1996.158537,0.000485004,81,167009,2061.839506,0.000975995,163,167009,1024.595092,3636,0.47,0.55,0.075355958,7383,97975,0.046796174,2050,43807,0.00075445,126,167009,1325.468254
2686686d,31055,0.099827811,47946,480287,0.001095047,615,561620,913.203252,0.00094729,537,566880,1055.642458,0.004037892,2289,566880,247.6539974,3505,0.53,0.61,0.12257674,41510,338645,0.047659253,7056,148051,0.001788738,1014,566880,559.0532544
26893e96,41035,0.105546696,5427,51418,0.000956152,64,66935,1045.859375,0.000857316,58,67653,1166.431035,0.004700457,318,67653,212.745283,3484,0.36,0.43,0.12596182,4731,37559,0.051389079,751,14614,0.000946004,64,67653,1057.078125
269d5471,56015,0.165267297,1555,9409,0.000822246,11,13378,1216.181818,0.000523325,7,13376,1910.857143,0.004410885,59,13376,226.7118644,3163,0.38,0.4,0.189912281,1299,6840,0.102260096,276,2699,0.000598086,8,13376,1672
26c2da3f,40063,0.204133816,1916,9386,0.000300707,4,13302,3325.5,0.000374953,5,13335,2667,0.001349831,18,13335,740.8333333,5730,0.27,0.44,0.2454972,1622,6607,0.108154214,317,2931,0.000749906,10,13335,1333.5
26e98571,53001,0.126729616,2134,16839,0.000461397,9,19506,2167.333333,0.001113417,22,19759,898.1363636,0.001720735,34,19759,581.1470588,1313,0.36,0.36,0.183874427,1886,10257,0.038868746,268,6895,0.000860367,17,19759,1162.294118
26f01c92,16011,0.148169087,5766,38915,0.000326605,15,45927,3061.8,0.000454192,21,46236,2201.714286,0.001340946,62,46236,745.7419355,3267,0.33,0.29,0.19955139,4982,24966,0.058831578,860,14618,0.00082187,38,46236,1216.736842
2701bea3,39121,0.078168311,705,9019,0.000208247,3,14406,4802,0.000209001,3,14354,4784.666667,0.000975338,14,14354,1025.285714,7740,0.35,0.47,0.085790048,550,6411,0.060351134,165,2734,0.000487669,7,14354,2050.571429
27063197,48447,0.273465704,303,1108,0.000654879,1,1527,1527,0,0,1515,-1515,0.000660066,1,1515,1515,6622,0.23,0.18,0.293820933,233,793,0.21958457,74,337,0.000660066,1,1515,1515
27078007,40117,0.17645283,2338,13250,0.000242836,4,16472,4118,0.000793167,13,16390,1260.769231,0.001403295,23,16390,712.6086957,5165,0.34,0.5,0.213357478,2003,9388,0.090507726,369,4077,0.000549115,9,16390,1821.111111
270fa6d8,19151,0.059475999,311,5229,0.000292141,2,6846,3423,0.00074184,5,6740,1348,NULL,0,6740,NULL,3593,0.45,0.37,0.068249258,253,3707,0.038340666,61,1591,0.000445104,3,6740,2246.666667
272131a2,29061,0.162453761,1054,6488,0.000119603,1,8361,8361,0.000240587,2,8313,4156.5,0.000240587,2,8313,4156.5,5184,0.37,0.41,0.184814731,813,4399,0.115297322,254,2203,0.000601468,5,8313,1662.6
272e0166,45091,0.110505479,25038,226577,0.000439125,117,266439,2277.25641,0.000474248,130,274118,2108.6,0.001648925,452,274118,606.4557522,5072,0.45,0.52,0.139027493,22513,161932,0.041901704,2845,67897,0.000590986,162,274118,1692.08642
27348e6b,21081,0.061125853,1290,21104,0.000480307,12,24984,2082,0.000278651,7,25121,3588.714286,0.000796147,20,25121,1256.05,4201,0.34,0.48,0.072889677,1069,14666,0.035719557,242,6775,0.000199037,5,25121,5024.2
273c6d11,42075,0.086809389,9594,110518,0.000593901,83,139754,1683.783133,0.00051658,73,141314,1935.808219,0.00260413,368,141314,384.0054348,3457,0.49,0.53,0.096483353,7630,79081,0.063088427,2084,33033,0.000877479,124,141314,1139.629032
273c7a7d,19045,0.048647643,1831,37638,0.00051053,24,47010,1958.75,0.000623415,29,46518,1604.068966,0.00131132,61,46518,762.5901639,5334,0.48,0.57,0.058934447,1594,27047,0.023432609,262,11181,0.0007309,34,46518,1368.176471
27751af3,19099,0.042142907,1202,28522,0.000405778,15,36966,2464.4,0.000457641,17,37147,2185.117647,0.000969123,36,37147,1031.861111,3051,0.47,0.6,0.050520936,1028,20348,0.022395894,192,8573,0.000646082,24,37147,1547.791667
278b8abe,08077,0.095414319,11396,119437,0.001108063,168,151616,902.4761905,0.000717983,110,153207,1392.790909,0.003230923,495,153207,309.5090909,3157,0.39,0.48,0.113826632,9939,87317,0.047187953,1595,33801,0.001011703,155,153207,988.4322581
278ca88b,20003,0.103857567,630,6066,0.000382995,3,7833,2611,0.000253872,2,7878,3939,0.000380807,3,7878,2626,3071,0.49,0.27,0.126078619,526,4172,0.055359839,110,1987,0.000761615,6,7878,1313
279ed27a,47015,0.119888879,1381,11519,0.00021103,3,14216,4738.666667,0.000276587,4,14462,3615.5,0.000138294,2,14462,7231,7375,0.43,0.45,0.144729145,1237,8547,0.05056,158,3125,0.00041488,6,14462,2410.333333
27d3372e,27003,0.045945472,13881,302119,0.000512276,180,351373,1952.072222,0.000630276,223,353813,1586.605381,0.001613847,571,353813,619.6374781,7191,0.42,0.48,0.052968813,11590,218808,0.028841214,2526,87583,0.00062745,222,353813,1593.752252
27d363a0,38019,0.088905217,242,2722,0.000265816,1,3762,3762,0,0,3829,-3829,0.000261165,1,3829,3829,4634,0.65,0.58,0.086323453,166,1923,0.096658711,81,838,0.00052233,2,3829,1914.5
27d573df,30051,0.193888304,368,1898,0.000412031,1,2427,2427,0.000411523,1,2430,2430,NULL,0,2430,NULL,4080,0.47,0.34,0.1875,264,1408,0.208171206,107,514,0.001646091,4,2430,607.5
27d8eaea,29001,0.106024605,2008,18939,0.00102455,26,25377,976.0384615,0.000710367,18,25339,1407.722222,0.001894313,48,25339,527.8958333,2032,0.42,0.52,0.122661123,1770,14430,0.055065153,262,4758,0.000710367,18,25339,1407.722222
27e52d99,20047,0.170763828,389,2278,0.000345662,1,2893,2893,0.000351,1,2849,2849,NULL,0,2849,NULL,4429,0.42,0.15,0.190505549,309,1622,0.12034384,84,698,0.000351,1,2849,2849
27e80f22,46017,0.194475761,345,1774,0,0,1999,-1999,0.001964637,4,2036,509,0.002455796,5,2036,407.2,2713,0.26,0.37,0.273921201,292,1066,0.074626866,55,737,0.001473477,3,2036,678.6666667
27f53f97,12013,0.152101006,1542,10138,0.000414279,6,14483,2413.833333,0.000548434,8,14587,1823.375,0.000137108,2,14587,7293.5,7492,0.34,0.22,0.182441701,1330,7290,0.077511643,233,3006,0.000616988,9,14587,1620.777778
27f7b531,30101,0.134232122,458,3412,0.000409333,2,4886,2443,0.000824232,4,4853,1213.25,0.001442407,7,4853,693.2857143,5183,0.4,0.3,0.153073524,381,2489,0.089139344,87,976,0.000824232,4,4853,1213.25
28496ec3,18179,0.079850582,1817,22755,0.000643225,18,27984,1554.666667,0.000319081,9,28206,3134,0.000496348,14,28206,2014.714286,5465,0.5,0.47,0.090631047,1452,16021,0.055799462,394,7061,0.000319081,9,28206,3134
288398d8,34033,0.076036185,3858,50739,0.000334438,21,62792,2990.095238,0.000335426,21,62607,2981.285714,0.001070168,67,62607,934.4328358,7580,0.41,0.49,0.090380719,3390,37508,0.036939314,518,14023,0.000255563,16,62607,3912.9375
289c0f0a,48377,0.290357926,1590,5476,0.000279486,2,7156,3578,NULL,0,6948,NULL,0.000431779,3,6948,2316,4009,0.22,0.12,0.365745856,1324,3620,0.146303901,285,1948,0.000431779,3,6948,2316
289c59a0,13225,0.173350582,3752,21644,0.000258312,7,27099,3871.285714,0.000549511,15,27297,1819.8,0.000879218,24,27297,1137.375,6794,0.46,0.4,0.210986267,3380,16020,0.072651704,437,6015,0.000549511,15,27297,1819.8
28a6d5b5,17171,0.050149701,201,4008,NULL,0,5002,NULL,0.000203005,1,4926,4926,NULL,0,4926,NULL,6093,0.43,0.39,0.05936228,175,2948,0.025915996,29,1119,0.000203005,1,4926,4926
28b502bf,47023,0.118416052,1558,13157,0.000292073,5,17119,3423.8,0.000289419,5,17276,3455.2,0.000868257,15,17276,1151.733333,6816,0.35,0.46,0.148163827,1400,9449,0.044886509,176,3921,0.000810373,14,17276,1234
28c72e1c,54001,0.08213619,1012,12321,0.00042432,7,16497,2356.714286,0.000241911,4,16535,4133.75,0.000907167,15,16535,1102.333333,4569,0.35,0.37,0.100817439,925,9175,0.028674917,95,3313,0.000967644,16,16535,1033.4375
2936ba1d,48147,0.219148105,5608,25590,0.000203217,7,34446,4920.857143,0.000226719,8,35286,4410.75,0.001020235,36,35286,980.1666667,6735,0.37,0.43,0.253188011,4646,18350,0.137486856,1046,7608,0.000425098,15,35286,2352.4
294d9a31,48341,0.276628274,5428,19622,0.00045255,10,22097,2209.7,0.000372353,8,21485,2685.625,0.000139632,3,21485,7161.666667,7845,0.34,0.4,0.336076601,4247,12637,0.174115075,1274,7317,0.000279265,6,21485,3580.833333
2951b94a,47159,0.103331486,1678,16239,0.000407415,8,19636,2454.5,0.000250727,5,19942,3988.4,0.000150436,3,19942,6647.333333,8561,0.38,0.52,0.12609027,1489,11809,0.044458763,207,4656,0.000501454,10,19942,1994.2
298d401c,38001,0.100591716,170,1690,0.004314064,10,2318,231.8,0.00043592,1,2294,2294,0.00087184,2,2294,1147,2843,0.47,0.52,0.089968153,113,1256,0.128603104,58,451,0.001743679,4,2294,573.5
29940c87,47021,0.101930457,3506,34396,0.0005455,22,40330,1833.181818,0.0001731,7,40439,5777,0.000692401,28,40439,1444.25,5212,0.33,0.48,0.12376179,3136,25339,0.043060201,412,9568,0.000989144,40,40439,1010.975
299c2401,39099,0.067766369,11926,175987,0.00103135,237,229796,969.6033755,0.000709801,163,229642,1408.846626,0.003383527,777,229642,295.5495496,5699,0.41,0.47,0.078885921,10338,131050,0.036579982,1740,47567,0.000857857,197,229642,1165.695432
29b558ef,13005,0.193832121,1785,9209,0.000618429,7,11319,1617,0.000268216,3,11185,3728.333333,0.0000894055,1,11185,11185,9126,0.3,0.33,0.236272356,1506,6374,0.100979399,299,2961,0.000625838,7,11185,1597.857143
29f77b8e,29209,0.146165441,3200,21893,0.000347014,11,31699,2881.727273,0.000125988,4,31749,7937.25,0.000377965,12,31749,2645.75,3166,0.44,0.39,0.168554059,2828,16778,0.074626866,405,5427,0.000377965,12,31749,2645.75
